證券代碼,簡稱,年月日,開盤價(元),收盤價(元),成交量(千股)
00695B ,富邦美債7-10 ,20170810,    36.3529,    36.4619,     1555
00696B ,富邦美債20年 ,20170811,    38.5534,    38.5817,     1554
00679B ,元大美債20年 ,20170811,    37.1011,    37.0083,     1954
00697B ,元大美債7-10 ,20170811,    38.2632,    38.3596,     1932
00687B ,國泰20年美債 ,20170811,    38.5862,    38.6237,      360
00694B ,富邦美債1-3  ,20170811,    38.8011,    38.7723,     1432
00695B ,富邦美債7-10 ,20170811,    36.6710,    36.6437,     1496
00696B ,富邦美債20年 ,20170814,    38.3265,    38.3643,     1615
00679B ,元大美債20年 ,20170814,    36.9434,    36.8414,     1854
00697B ,元大美債7-10 ,20170814,    38.2729,    38.2921,     2140
00687B ,國泰20年美債 ,20170814,    38.6143,    38.5394,       73
00694B ,富邦美債1-3  ,20170814,    38.6283,    38.6859,     1773
00695B ,富邦美債7-10 ,20170814,    36.5165,    36.5801,     1434
00696B ,富邦美債20年 ,20170815,    38.2225,    38.1468,     1400
00679B ,元大美債20年 ,20170815,    36.8135,    36.6466,     1845
00697B ,元大美債7-10 ,20170815,    38.1958,    38.1380,     1900
00687B ,國泰20年美債 ,20170815,    38.3521,    38.2772,       29
00694B ,富邦美債1-3  ,20170815,    38.6379,    38.5899,     1650
00695B ,富邦美債7-10 ,20170815,    36.4529,    36.3983,     1409
00696B ,富邦美債20年 ,20170816,    38.0712,    38.1185,     1300
00679B ,元大美債20年 ,20170816,    36.6373,    36.6559,     1838
00697B ,元大美債7-10 ,20170816,    38.1380,    38.1573,     1800
00687B ,國泰20年美債 ,20170816,    38.2116,    38.2865,      207
00694B ,富邦美債1-3  ,20170816,    38.6283,    38.6955,     1300
00695B ,富邦美債7-10 ,20170816,    36.3983,    36.4256,     1400
00696B ,富邦美債20年 ,20170817,    38.2414,    38.2414,     1352
00679B ,元大美債20年 ,20170817,    36.7486,    36.8228,     1814
00697B ,元大美債7-10 ,20170817,    38.2247,    38.2055,     1800
00687B ,國泰20年美債 ,20170817,    38.4738,    38.4270,      123
00694B ,富邦美債1-3  ,20170817,    38.6667,    38.6379,     1202
00695B ,富邦美債7-10 ,20170817,    36.4892,    36.4619,     1211
00696B ,富邦美債20年 ,20170818,    38.4872,    38.4966,     1353
00679B ,元大美債20年 ,20170818,    37.0640,    37.0825,     1852
00697B ,元大美債7-10 ,20170818,    38.2921,    38.3114,     1810
00687B ,國泰20年美債 ,20170818,    38.7923,    38.7080,      242
00694B ,富邦美債1-3  ,20170818,    38.7723,    38.6955,     1202
00695B ,富邦美債7-10 ,20170818,    36.6891,    36.6074,     1256
00696B ,富邦美債20年 ,20170821,    38.4777,    38.5723,     1700
00679B ,元大美債20年 ,20170821,    37.0825,    37.1011,     1832
00697B ,元大美債7-10 ,20170821,    38.3403,    38.3307,     1803
00687B ,國泰20年美債 ,20170821,    38.7080,    38.7173,      111
00694B ,富邦美債1-3  ,20170821,    38.6475,    38.6859,     1253
00695B ,富邦美債7-10 ,20170821,    36.5710,    36.5892,     1293
00696B ,富邦美債20年 ,20170822,    38.6195,    38.5723,     1453
00679B ,元大美債20年 ,20170822,    37.1011,    37.0918,     1831
00697B ,元大美債7-10 ,20170822,    38.3114,    38.3018,     1810
00687B ,國泰20年美債 ,20170822,    38.7829,    38.6986,      339
00694B ,富邦美債1-3  ,20170822,    38.6763,    38.6763,     1252
00695B ,富邦美債7-10 ,20170822,    36.5983,    36.6164,     1204
00696B ,富邦美債20年 ,20170823,    38.4305,    38.4494,     1350
00679B ,元大美債20年 ,20170823,    37.1293,    37.0824,     2190
00697B ,元大美債7-10 ,20170823,    38.2921,    38.2344,     1805
00687B ,國泰20年美債 ,20170823,    38.6237,    38.6050,      380
00694B ,富邦美債1-3  ,20170823,    38.6283,    38.6379,     1301
00695B ,富邦美債7-10 ,20170823,    36.5074,    36.5165,     1201
00696B ,富邦美債20年 ,20170824,    38.6385,    38.6385,     1301
00679B ,元大美債20年 ,20170824,    37.0824,    37.2513,     1833
00697B ,元大美債7-10 ,20170824,    38.2344,    38.2825,     1859
00687B ,國泰20年美債 ,20170824,    38.8391,    38.7642,      949
00694B ,富邦美債1-3  ,20170824,    38.6283,    38.6091,     1558
00695B ,富邦美債7-10 ,20170824,    36.5892,    36.5892,     1300
00696B ,富邦美債20年 ,20170825,    36.8800,    38.6101,     2421
00679B ,元大美債20年 ,20170825,    37.2325,    37.1293,     1327
00697B ,元大美債7-10 ,20170825,    38.2825,    38.2825,     1809
00687B ,國泰20年美債 ,20170825,    38.7735,    38.7548,      113
00694B ,富邦美債1-3  ,20170825,    38.6091,    38.5899,     1430
00695B ,富邦美債7-10 ,20170825,    36.5528,    36.5528,     1646
00696B ,富邦美債20年 ,20170828,    38.5439,    38.5156,     1203
00679B ,元大美債20年 ,20170828,    37.1293,    37.0636,     1873
00697B ,元大美債7-10 ,20170828,    38.1669,    38.1669,     1803
00687B ,國泰20年美債 ,20170828,    38.6986,    38.6705,       26
00694B ,富邦美債1-3  ,20170828,    38.4939,    38.4267,     1292
00695B ,富邦美債7-10 ,20170828,    36.4619,    36.4256,     1205
00696B ,富邦美債20年 ,20170829,    38.7330,    38.7330,     1301
00679B ,元大美債20年 ,20170829,    37.2606,    37.2513,     1837
00697B ,元大美債7-10 ,20170829,    38.3596,    38.3499,     1901
00687B ,國泰20年美債 ,20170829,    38.8672,    38.9047,      115
00694B ,富邦美債1-3  ,20170829,    38.4267,    38.4843,     1254
00695B ,富邦美債7-10 ,20170829,    36.6255,    36.6437,     1201
00696B ,富邦美債20年 ,20170830,    38.5723,    38.5628,     1252
00679B ,元大美債20年 ,20170830,    37.1668,    37.1574,     1846
00697B ,元大美債7-10 ,20170830,    38.3499,    38.2344,     1810
00687B ,國泰20年美債 ,20170830,    38.7173,    38.7173,       32
00694B ,富邦美債1-3  ,20170830,    38.4555,    38.4267,     1336
00695B ,富邦美債7-10 ,20170830,    36.5346,    36.5165,     1206
00696B ,富邦美債20年 ,20170831,    38.6195,    38.6290,     1450
00679B ,元大美債20年 ,20170831,    37.1574,    37.2513,      816
00697B ,元大美債7-10 ,20170831,    38.2825,    38.2825,      800
00687B ,國泰20年美債 ,20170831,    38.7735,    38.7735,       91
00694B ,富邦美債1-3  ,20170831,    38.4651,    38.4651,     1210
00695B ,富邦美債7-10 ,20170831,    36.5437,    36.5528,     1190
00696B ,富邦美債20年 ,20170901,    38.7235,    38.6857,     1531
00679B ,元大美債20年 ,20170901,    37.2513,    37.2043,      816
00697B ,元大美債7-10 ,20170901,    38.3596,    38.2344,      864
00687B ,國泰20年美債 ,20170901,    38.8672,    38.8297,       51
00694B ,富邦美債1-3  ,20170901,    38.4459,    38.4459,     1500
00695B ,富邦美債7-10 ,20170901,    36.5437,    36.5437,     1203
00696B ,富邦美債20年 ,20170904,    38.4683,    38.4210,     1201
00679B ,元大美債20年 ,20170904,    37.1950,    37.0073,      841
00697B ,元大美債7-10 ,20170904,    38.2729,    38.1862,      854
00687B ,國泰20年美債 ,20170904,    38.7267,    38.5581,      154
00694B ,富邦美債1-3  ,20170904,    38.5323,    38.3787,     1712
00695B ,富邦美債7-10 ,20170904,    36.5437,    36.4892,     1201
00696B ,富邦美債20年 ,20170905,    38.2225,    38.4777,     1322
00679B ,元大美債20年 ,20170905,    36.9416,    37.0261,      842
00697B ,元大美債7-10 ,20170905,    38.2151,    38.2055,      801
00687B ,國泰20年美債 ,20170905,    38.5394,    38.6143,      107
00694B ,富邦美債1-3  ,20170905,    38.3499,    38.3787,     1222
00695B ,富邦美債7-10 ,20170905,    36.4438,    36.4801,     1201
00696B ,富邦美債20年 ,20170906,    38.9504,    38.9504,     1203
00679B ,元大美債20年 ,20170906,    37.2700,    37.4952,     1864
00697B ,元大美債7-10 ,20170906,    38.3884,    38.4077,     1852
00687B ,國泰20年美債 ,20170906,    39.0545,    39.1201,       17
00694B ,富邦美債1-3  ,20170906,    38.4075,    38.4459,     1204
00695B ,富邦美債7-10 ,20170906,    36.6437,    36.6801,     1254
00696B ,富邦美債20年 ,20170907,    38.7614,    38.7330,     1251
00679B ,元大美債20年 ,20170907,    37.4389,    37.2700,     1881
00697B ,元大美債7-10 ,20170907,    38.2921,    38.2825,     1906
00687B ,國泰20年美債 ,20170907,    38.9421,    38.9047,      314
00694B ,富邦美債1-3  ,20170907,    38.3979,    38.3787,     1470
00695B ,富邦美債7-10 ,20170907,    36.5346,    36.5346,     1201
00696B ,富邦美債20年 ,20170908,    38.9883,    39.0733,     1210
00679B ,元大美債20年 ,20170908,    37.5609,    37.6266,     1972
00697B ,元大美債7-10 ,20170908,    38.3596,    38.3884,     1943
00687B ,國泰20年美債 ,20170908,    39.1013,    39.2606,       90
00694B ,富邦美債1-3  ,20170908,    38.3019,    38.2827,     1591
00695B ,富邦美債7-10 ,20170908,    36.6164,    36.6346,     1507
00696B ,富邦美債20年 ,20170911,    38.7708,    38.7235,     1415
00679B ,元大美債20年 ,20170911,    37.3451,    37.3169,     1876
00697B ,元大美債7-10 ,20170911,    38.3884,    38.3307,     1801
00687B ,國泰20年美債 ,20170911,    38.9796,    38.9421,       28
00694B ,富邦美債1-3  ,20170911,    38.3499,    38.3403,     1392
00695B ,富邦美債7-10 ,20170911,    36.5528,    36.5256,     1540
00696B ,富邦美債20年 ,20170912,    38.4777,    38.4588,     1201
00679B ,元大美債20年 ,20170912,    37.1950,    37.0636,     1949
00697B ,元大美債7-10 ,20170912,    38.2151,    38.1669,     1802
00687B ,國泰20年美債 ,20170912,    38.7080,    38.6612,      109
00694B ,富邦美債1-3  ,20170912,    38.3307,    38.3211,     1342
00695B ,富邦美債7-10 ,20170912,    36.4529,    36.4619,     1202
00696B ,富邦美債20年 ,20170913,    38.2887,    38.3076,     1200
00679B ,元大美債20年 ,20170913,    37.0636,    36.9792,     1910
00697B ,元大美債7-10 ,20170913,    38.1477,    38.1284,     1806
00687B ,國泰20年美債 ,20170913,    38.5207,    38.5207,       32
00694B ,富邦美債1-3  ,20170913,    38.3403,    38.3403,     1350
00695B ,富邦美債7-10 ,20170913,    36.4438,    36.4256,     1202
00696B ,富邦美債20年 ,20170914,    38.2603,    38.2414,     1212
00679B ,元大美債20年 ,20170914,    36.9229,    36.8853,     1970
00697B ,元大美債7-10 ,20170914,    38.0321,    38.1477,     1806
00687B ,國泰20年美債 ,20170914,    38.5019,    38.5019,      760
00694B ,富邦美債1-3  ,20170914,    38.4459,    38.4459,     1651
00695B ,富邦美債7-10 ,20170914,    36.3529,    36.4165,     2004
00696B ,富邦美債20年 ,20170915,    38.4116,    38.4494,     1201
00679B ,元大美債20年 ,20170915,    37.0167,    36.9979,     1855
00697B ,元大美債7-10 ,20170915,    38.1477,    38.1477,     1801
00687B ,國泰20年美債 ,20170915,    38.6424,    38.7267,     2759
00694B ,富邦美債1-3  ,20170915,    38.4363,    38.4843,     2812
00695B ,富邦美債7-10 ,20170915,    36.4347,    36.4165,     1874
00696B ,富邦美債20年 ,20170918,    38.3265,    38.3265,     1209
00679B ,元大美債20年 ,20170918,    36.9041,    36.9322,     1867
00697B ,元大美債7-10 ,20170918,    38.0128,    38.0128,     1803
00687B ,國泰20年美債 ,20170918,    38.5207,    38.5207,        1
00694B ,富邦美債1-3  ,20170918,    38.3979,    38.3787,     1210
00695B ,富邦美債7-10 ,20170918,    36.3256,    36.3074,     1206
00696B ,富邦美債20年 ,20170919,    38.2887,    38.2792,     1212
00679B ,元大美債20年 ,20170919,    36.9322,    36.8853,     1872
00697B ,元大美債7-10 ,20170919,    38.0899,    38.0995,     1873
00687B ,國泰20年美債 ,20170919,    38.4926,    38.4926,       70
00694B ,富邦美債1-3  ,20170919,    38.4363,    38.4843,     1252
00695B ,富邦美債7-10 ,20170919,    36.3529,    36.3801,     1212
00696B ,富邦美債20年 ,20170920,    38.1658,    38.1468,     1201
00679B ,元大美債20年 ,20170920,    36.8572,    36.8103,     1910
00697B ,元大美債7-10 ,20170920,    38.0514,    38.0128,     1887
00687B ,國泰20年美債 ,20170920,    38.3615,    38.3521,       14
00694B ,富邦美債1-3  ,20170920,    38.4651,    38.5131,     2129
00695B ,富邦美債7-10 ,20170920,    36.3438,    36.3165,     1203
00696B ,富邦美債20年 ,20170921,    38.1374,    38.1563,     1230
00679B ,元大美債20年 ,20170921,    36.8103,    36.8666,     1254
00697B ,元大美債7-10 ,20170921,    37.9262,    37.9454,     1214
00687B ,國泰20年美債 ,20170921,    38.3521,    38.4083,       17
00694B ,富邦美債1-3  ,20170921,    38.5515,    38.5131,    13314
00695B ,富邦美債7-10 ,20170921,    36.2984,    36.2893,     1201
00696B ,富邦美債20年 ,20170922,    38.3927,    38.4116,     1350
00679B ,元大美債20年 ,20170922,    36.9135,    37.0167,     2126
00697B ,元大美債7-10 ,20170922,    38.0610,    38.0417,     2017
00687B ,國泰20年美債 ,20170922,    38.6237,    38.6893,      124
00694B ,富邦美債1-3  ,20170922,    38.6379,    38.6571,    14320
00695B ,富邦美債7-10 ,20170922,    36.3801,    36.3983,     1215
00696B ,富邦美債20年 ,20170925,    38.3832,    38.3832,     1200
00679B ,元大美債20年 ,20170925,    37.0167,    37.0448,     2040
00697B ,元大美債7-10 ,20170925,    38.0417,    38.0321,     2047
00687B ,國泰20年美債 ,20170925,    38.5769,    38.6237,       22
00694B ,富邦美債1-3  ,20170925,    38.5803,    38.5899,     8680
00695B ,富邦美債7-10 ,20170925,    36.3529,    36.3529,     1200
00696B ,富邦美債20年 ,20170926,    38.6195,    38.5817,     1204
00679B ,元大美債20年 ,20170926,    37.1856,    37.2043,     2158
00697B ,元大美債7-10 ,20170926,    38.0899,    38.1669,     2001
00687B ,國泰20年美債 ,20170926,    38.8391,    38.8297,      216
00694B ,富邦美債1-3  ,20170926,    38.6379,    38.5995,     8692
00695B ,富邦美債7-10 ,20170926,    36.5165,    36.4892,     1203
00696B ,富邦美債20年 ,20170927,    38.6101,    38.6101,      600
00679B ,元大美債20年 ,20170927,    37.1762,    37.1480,     2020
00697B ,元大美債7-10 ,20170927,    38.1766,    38.2247,     2142
00687B ,國泰20年美債 ,20170927,    38.8016,    38.8110,       31
00694B ,富邦美債1-3  ,20170927,    38.7051,    38.7147,     7018
00695B ,富邦美債7-10 ,20170927,    36.4983,    36.5346,     1351
00696B ,富邦美債20年 ,20170928,    38.0901,    38.0239,     1960
00679B ,元大美債20年 ,20170928,    36.8196,    36.6601,     1819
00697B ,元大美債7-10 ,20170928,    38.1380,    38.0899,     1243
00687B ,國泰20年美債 ,20170928,    38.3896,    38.2491,       26
00694B ,富邦美債1-3  ,20170928,    38.7435,    38.8299,     9954
00695B ,富邦美債7-10 ,20170928,    36.4710,    36.4074,     1111
00696B ,富邦美債20年 ,20170929,    38.0712,    38.0523,     1362
00679B ,元大美債20年 ,20170929,    36.6507,    36.6977,     3033
00697B ,元大美債7-10 ,20170929,    38.2632,    38.1477,     2405
00687B ,國泰20年美債 ,20170929,    38.3053,    38.3053,       10
00694B ,富邦美債1-3  ,20170929,    38.8683,    38.8587,    10079
00695B ,富邦美債7-10 ,20170929,    36.4438,    36.4529,     1261
00696B ,富邦美債20年 ,20170930,    38.0618,    38.1279,     1201
00679B ,元大美債20年 ,20170930,    36.8759,    36.8666,       27
00697B ,元大美債7-10 ,20170930,    37.9936,    37.9936,        1
00687B ,國泰20年美債 ,20170930,    38.3989,    38.3989,        1
00694B ,富邦美債1-3  ,20170930,    38.8683,    38.7531,     2702
00695B ,富邦美債7-10 ,20170930,    36.4074,    36.4074,     1200
00696B ,富邦美債20年 ,20171002,    37.9105,    38.0050,      742
00679B ,元大美債20年 ,20171002,    36.8196,    36.7070,     1930
00697B ,元大美債7-10 ,20171002,    38.0032,    37.9936,     1838
00687B ,國泰20年美債 ,20171002,    38.2584,    38.2584,        1
00694B ,富邦美債1-3  ,20171002,    38.7051,    38.7819,      767
00695B ,富邦美債7-10 ,20171002,    36.2438,    36.3256,      801
00696B ,富邦美債20年 ,20171003,    38.0618,    38.1185,     1017
00679B ,元大美債20年 ,20171003,    36.7821,    36.7352,     1890
00697B ,元大美債7-10 ,20171003,    38.0225,    38.1669,     2176
00687B ,國泰20年美債 ,20171003,    38.3521,    38.3053,      602
00694B ,富邦美債1-3  ,20171003,    38.8971,    38.9259,      544
00695B ,富邦美債7-10 ,20171003,    36.3892,    36.4801,      503
00696B ,富邦美債20年 ,20171005,    38.0712,    38.0618,      510
00679B ,元大美債20年 ,20171005,    36.7352,    36.6789,     3028
00697B ,元大美債7-10 ,20171005,    38.1669,    38.0706,     1821
00687B ,國泰20年美債 ,20171005,    38.2865,    38.2959,     3270
00694B ,富邦美債1-3  ,20171005,    38.8203,    38.8395,     3198
00695B ,富邦美債7-10 ,20171005,    36.4801,    36.4347,      654
00696B ,富邦美債20年 ,20171006,    37.9672,    37.9672,      523
00679B ,元大美債20年 ,20171006,    36.6695,    36.6883,     1945
00697B ,元大美債7-10 ,20171006,    38.0514,    38.0128,     1801
00687B ,國泰20年美債 ,20171006,    38.2022,    38.1835,     1604
00694B ,富邦美債1-3  ,20171006,    38.8491,    38.8299,      504
00695B ,富邦美債7-10 ,20171006,    36.3983,    36.3711,      503
00696B ,富邦美債20年 ,20171011,    37.8727,    37.8727,      712
00679B ,元大美債20年 ,20171011,    36.7352,    36.5100,     1974
00697B ,元大美債7-10 ,20171011,    37.6661,    37.8684,     1801
00687B ,國泰20年美債 ,20171011,    38.0805,    38.0618,     1804
00694B ,富邦美債1-3  ,20171011,    38.6571,    38.6667,      590
00695B ,富邦美債7-10 ,20171011,    36.2347,    36.2529,      652
