代碼,簡稱,年月,指數
SB23   ,美國紐約史坦普爾500股價指數,20050927,       1215.660
SB23   ,美國紐約史坦普爾500股價指數,20050928,       1216.890
SB23   ,美國紐約史坦普爾500股價指數,20050929,       1227.680
SB23   ,美國紐約史坦普爾500股價指數,20050930,       1228.810
SB23   ,美國紐約史坦普爾500股價指數,20051003,       1226.700
SB23   ,美國紐約史坦普爾500股價指數,20051004,       1214.470
SB23   ,美國紐約史坦普爾500股價指數,20051005,       1196.390
SB23   ,美國紐約史坦普爾500股價指數,20051006,       1191.490
SB23   ,美國紐約史坦普爾500股價指數,20051007,       1195.900
SB23   ,美國紐約史坦普爾500股價指數,20051010,       1187.330
SB23   ,美國紐約史坦普爾500股價指數,20051011,       1184.870
SB23   ,美國紐約史坦普爾500股價指數,20051012,       1177.680
SB23   ,美國紐約史坦普爾500股價指數,20051013,       1176.840
SB23   ,美國紐約史坦普爾500股價指數,20051014,       1186.570
SB23   ,美國紐約史坦普爾500股價指數,20051017,       1190.100
SB23   ,美國紐約史坦普爾500股價指數,20051018,       1178.140
SB23   ,美國紐約史坦普爾500股價指數,20051019,       1195.760
SB23   ,美國紐約史坦普爾500股價指數,20051020,       1177.800
SB23   ,美國紐約史坦普爾500股價指數,20051021,       1179.590
SB23   ,美國紐約史坦普爾500股價指數,20051024,       1199.380
SB23   ,美國紐約史坦普爾500股價指數,20051025,       1196.540
SB23   ,美國紐約史坦普爾500股價指數,20051026,       1191.380
SB23   ,美國紐約史坦普爾500股價指數,20051027,       1178.900
SB23   ,美國紐約史坦普爾500股價指數,20051028,       1198.410
SB23   ,美國紐約史坦普爾500股價指數,20051031,       1207.010
SB23   ,美國紐約史坦普爾500股價指數,20051101,       1202.760
SB23   ,美國紐約史坦普爾500股價指數,20051102,       1214.760
SB23   ,美國紐約史坦普爾500股價指數,20051103,       1219.940
SB23   ,美國紐約史坦普爾500股價指數,20051104,       1220.140
SB23   ,美國紐約史坦普爾500股價指數,20051107,       1222.810
SB23   ,美國紐約史坦普爾500股價指數,20051108,       1218.590
SB23   ,美國紐約史坦普爾500股價指數,20051109,       1220.650
SB23   ,美國紐約史坦普爾500股價指數,20051110,       1230.960
SB23   ,美國紐約史坦普爾500股價指數,20051111,       1234.720
SB23   ,美國紐約史坦普爾500股價指數,20051114,       1233.760
SB23   ,美國紐約史坦普爾500股價指數,20051115,       1229.010
SB23   ,美國紐約史坦普爾500股價指數,20051116,       1231.210
SB23   ,美國紐約史坦普爾500股價指數,20051117,       1242.800
SB23   ,美國紐約史坦普爾500股價指數,20051118,       1248.270
SB23   ,美國紐約史坦普爾500股價指數,20051121,       1254.850
SB23   ,美國紐約史坦普爾500股價指數,20051122,       1261.230
SB23   ,美國紐約史坦普爾500股價指數,20051123,       1265.610
SB23   ,美國紐約史坦普爾500股價指數,20051124,       1265.610
SB23   ,美國紐約史坦普爾500股價指數,20051125,       1268.250
SB23   ,美國紐約史坦普爾500股價指數,20051128,       1257.460
SB23   ,美國紐約史坦普爾500股價指數,20051129,       1257.480
SB23   ,美國紐約史坦普爾500股價指數,20051130,       1249.480
SB23   ,美國紐約史坦普爾500股價指數,20051201,       1264.670
SB23   ,美國紐約史坦普爾500股價指數,20051202,       1265.080
SB23   ,美國紐約史坦普爾500股價指數,20051205,       1262.090
SB23   ,美國紐約史坦普爾500股價指數,20051206,       1263.700
SB23   ,美國紐約史坦普爾500股價指數,20051207,       1257.370
SB23   ,美國紐約史坦普爾500股價指數,20051208,       1255.840
SB23   ,美國紐約史坦普爾500股價指數,20051209,       1259.370
SB23   ,美國紐約史坦普爾500股價指數,20051212,       1260.430
SB23   ,美國紐約史坦普爾500股價指數,20051213,       1267.430
SB23   ,美國紐約史坦普爾500股價指數,20051214,       1272.740
SB23   ,美國紐約史坦普爾500股價指數,20051215,       1270.940
SB23   ,美國紐約史坦普爾500股價指數,20051216,       1267.320
SB23   ,美國紐約史坦普爾500股價指數,20051219,       1259.920
SB23   ,美國紐約史坦普爾500股價指數,20051220,       1259.620
SB23   ,美國紐約史坦普爾500股價指數,20051221,       1262.790
SB23   ,美國紐約史坦普爾500股價指數,20051222,       1268.120
SB23   ,美國紐約史坦普爾500股價指數,20051223,       1268.660
SB23   ,美國紐約史坦普爾500股價指數,20051226,       1268.660
SB23   ,美國紐約史坦普爾500股價指數,20051227,       1256.540
SB23   ,美國紐約史坦普爾500股價指數,20051228,       1258.170
SB23   ,美國紐約史坦普爾500股價指數,20051229,       1254.420
SB23   ,美國紐約史坦普爾500股價指數,20051230,       1248.290
SB23   ,美國紐約史坦普爾500股價指數,20060102,       1248.290
SB23   ,美國紐約史坦普爾500股價指數,20060103,       1268.800
SB23   ,美國紐約史坦普爾500股價指數,20060104,       1273.460
SB23   ,美國紐約史坦普爾500股價指數,20060105,       1273.480
SB23   ,美國紐約史坦普爾500股價指數,20060106,       1285.450
SB23   ,美國紐約史坦普爾500股價指數,20060109,       1290.150
SB23   ,美國紐約史坦普爾500股價指數,20060110,       1289.690
SB23   ,美國紐約史坦普爾500股價指數,20060111,       1294.180
SB23   ,美國紐約史坦普爾500股價指數,20060112,       1286.060
SB23   ,美國紐約史坦普爾500股價指數,20060113,       1287.610
SB23   ,美國紐約史坦普爾500股價指數,20060116,       1287.610
SB23   ,美國紐約史坦普爾500股價指數,20060117,       1282.930
SB23   ,美國紐約史坦普爾500股價指數,20060118,       1277.930
SB23   ,美國紐約史坦普爾500股價指數,20060119,       1285.040
SB23   ,美國紐約史坦普爾500股價指數,20060120,       1261.490
SB23   ,美國紐約史坦普爾500股價指數,20060123,       1263.820
SB23   ,美國紐約史坦普爾500股價指數,20060124,       1266.860
SB23   ,美國紐約史坦普爾500股價指數,20060125,       1264.680
SB23   ,美國紐約史坦普爾500股價指數,20060126,       1273.830
SB23   ,美國紐約史坦普爾500股價指數,20060127,       1283.720
SB23   ,美國紐約史坦普爾500股價指數,20060130,       1285.200
SB23   ,美國紐約史坦普爾500股價指數,20060131,       1280.080
SB23   ,美國紐約史坦普爾500股價指數,20060201,       1282.460
SB23   ,美國紐約史坦普爾500股價指數,20060202,       1270.840
SB23   ,美國紐約史坦普爾500股價指數,20060203,       1264.030
SB23   ,美國紐約史坦普爾500股價指數,20060206,       1265.020
SB23   ,美國紐約史坦普爾500股價指數,20060207,       1254.780
SB23   ,美國紐約史坦普爾500股價指數,20060208,       1265.650
SB23   ,美國紐約史坦普爾500股價指數,20060209,       1263.780
SB23   ,美國紐約史坦普爾500股價指數,20060210,       1266.990
SB23   ,美國紐約史坦普爾500股價指數,20060213,       1262.860
SB23   ,美國紐約史坦普爾500股價指數,20060214,       1275.530
SB23   ,美國紐約史坦普爾500股價指數,20060215,       1280.000
SB23   ,美國紐約史坦普爾500股價指數,20060216,       1289.380
SB23   ,美國紐約史坦普爾500股價指數,20060217,       1287.240
SB23   ,美國紐約史坦普爾500股價指數,20060220,       1287.240
SB23   ,美國紐約史坦普爾500股價指數,20060221,       1283.040
SB23   ,美國紐約史坦普爾500股價指數,20060222,       1292.670
SB23   ,美國紐約史坦普爾500股價指數,20060223,       1287.790
SB23   ,美國紐約史坦普爾500股價指數,20060224,       1289.430
SB23   ,美國紐約史坦普爾500股價指數,20060227,       1294.120
SB23   ,美國紐約史坦普爾500股價指數,20060228,       1280.660
SB23   ,美國紐約史坦普爾500股價指數,20060301,       1291.240
SB23   ,美國紐約史坦普爾500股價指數,20060302,       1289.140
SB23   ,美國紐約史坦普爾500股價指數,20060303,       1287.230
SB23   ,美國紐約史坦普爾500股價指數,20060306,       1278.260
SB23   ,美國紐約史坦普爾500股價指數,20060307,       1275.880
SB23   ,美國紐約史坦普爾500股價指數,20060308,       1278.470
SB23   ,美國紐約史坦普爾500股價指數,20060309,       1272.230
SB23   ,美國紐約史坦普爾500股價指數,20060310,       1281.580
SB23   ,美國紐約史坦普爾500股價指數,20060313,       1284.130
SB23   ,美國紐約史坦普爾500股價指數,20060314,       1297.480
SB23   ,美國紐約史坦普爾500股價指數,20060315,       1303.020
SB23   ,美國紐約史坦普爾500股價指數,20060316,       1305.330
SB23   ,美國紐約史坦普爾500股價指數,20060317,       1307.250
SB23   ,美國紐約史坦普爾500股價指數,20060320,       1305.080
SB23   ,美國紐約史坦普爾500股價指數,20060321,       1297.230
SB23   ,美國紐約史坦普爾500股價指數,20060322,       1305.040
SB23   ,美國紐約史坦普爾500股價指數,20060323,       1301.670
SB23   ,美國紐約史坦普爾500股價指數,20060324,       1302.950
SB23   ,美國紐約史坦普爾500股價指數,20060327,       1301.610
SB23   ,美國紐約史坦普爾500股價指數,20060328,       1293.230
SB23   ,美國紐約史坦普爾500股價指數,20060329,       1302.890
SB23   ,美國紐約史坦普爾500股價指數,20060330,       1300.250
SB23   ,美國紐約史坦普爾500股價指數,20060331,       1294.830
SB23   ,美國紐約史坦普爾500股價指數,20060403,       1297.810
SB23   ,美國紐約史坦普爾500股價指數,20060404,       1305.930
SB23   ,美國紐約史坦普爾500股價指數,20060405,       1311.560
SB23   ,美國紐約史坦普爾500股價指數,20060406,       1309.040
SB23   ,美國紐約史坦普爾500股價指數,20060407,       1295.500
SB23   ,美國紐約史坦普爾500股價指數,20060410,       1296.600
SB23   ,美國紐約史坦普爾500股價指數,20060411,       1286.570
SB23   ,美國紐約史坦普爾500股價指數,20060412,       1288.120
SB23   ,美國紐約史坦普爾500股價指數,20060413,       1289.120
SB23   ,美國紐約史坦普爾500股價指數,20060414,       1289.120
SB23   ,美國紐約史坦普爾500股價指數,20060417,       1285.330
SB23   ,美國紐約史坦普爾500股價指數,20060418,       1307.650
SB23   ,美國紐約史坦普爾500股價指數,20060419,       1309.930
SB23   ,美國紐約史坦普爾500股價指數,20060420,       1311.460
SB23   ,美國紐約史坦普爾500股價指數,20060421,       1311.280
SB23   ,美國紐約史坦普爾500股價指數,20060424,       1308.110
SB23   ,美國紐約史坦普爾500股價指數,20060425,       1301.740
SB23   ,美國紐約史坦普爾500股價指數,20060426,       1305.410
SB23   ,美國紐約史坦普爾500股價指數,20060427,       1309.720
SB23   ,美國紐約史坦普爾500股價指數,20060428,       1310.610
SB23   ,美國紐約史坦普爾500股價指數,20060501,       1305.190
SB23   ,美國紐約史坦普爾500股價指數,20060502,       1313.210
SB23   ,美國紐約史坦普爾500股價指數,20060503,       1307.850
SB23   ,美國紐約史坦普爾500股價指數,20060504,       1312.250
SB23   ,美國紐約史坦普爾500股價指數,20060505,       1325.760
SB23   ,美國紐約史坦普爾500股價指數,20060508,       1324.660
SB23   ,美國紐約史坦普爾500股價指數,20060509,       1325.140
SB23   ,美國紐約史坦普爾500股價指數,20060510,       1322.850
SB23   ,美國紐約史坦普爾500股價指數,20060511,       1305.920
SB23   ,美國紐約史坦普爾500股價指數,20060512,       1291.240
SB23   ,美國紐約史坦普爾500股價指數,20060515,       1294.500
SB23   ,美國紐約史坦普爾500股價指數,20060516,       1292.080
SB23   ,美國紐約史坦普爾500股價指數,20060517,       1270.320
SB23   ,美國紐約史坦普爾500股價指數,20060518,       1261.810
SB23   ,美國紐約史坦普爾500股價指數,20060519,       1267.030
SB23   ,美國紐約史坦普爾500股價指數,20060522,       1262.070
SB23   ,美國紐約史坦普爾500股價指數,20060523,       1256.580
SB23   ,美國紐約史坦普爾500股價指數,20060524,       1258.570
SB23   ,美國紐約史坦普爾500股價指數,20060525,       1272.880
SB23   ,美國紐約史坦普爾500股價指數,20060526,       1280.160
SB23   ,美國紐約史坦普爾500股價指數,20060529,       1280.160
SB23   ,美國紐約史坦普爾500股價指數,20060530,       1259.840
SB23   ,美國紐約史坦普爾500股價指數,20060531,       1270.090
SB23   ,美國紐約史坦普爾500股價指數,20060601,       1285.710
SB23   ,美國紐約史坦普爾500股價指數,20060602,       1288.220
SB23   ,美國紐約史坦普爾500股價指數,20060605,       1265.290
SB23   ,美國紐約史坦普爾500股價指數,20060606,       1263.850
SB23   ,美國紐約史坦普爾500股價指數,20060607,       1256.150
SB23   ,美國紐約史坦普爾500股價指數,20060608,       1257.930
SB23   ,美國紐約史坦普爾500股價指數,20060609,       1252.300
SB23   ,美國紐約史坦普爾500股價指數,20060612,       1236.400
SB23   ,美國紐約史坦普爾500股價指數,20060613,       1223.690
SB23   ,美國紐約史坦普爾500股價指數,20060614,       1230.040
SB23   ,美國紐約史坦普爾500股價指數,20060615,       1256.160
SB23   ,美國紐約史坦普爾500股價指數,20060616,       1251.540
SB23   ,美國紐約史坦普爾500股價指數,20060619,       1240.140
SB23   ,美國紐約史坦普爾500股價指數,20060620,       1240.120
SB23   ,美國紐約史坦普爾500股價指數,20060621,       1252.200
SB23   ,美國紐約史坦普爾500股價指數,20060622,       1245.600
SB23   ,美國紐約史坦普爾500股價指數,20060623,       1244.500
SB23   ,美國紐約史坦普爾500股價指數,20060626,       1250.560
SB23   ,美國紐約史坦普爾500股價指數,20060627,       1239.200
SB23   ,美國紐約史坦普爾500股價指數,20060628,       1246.000
SB23   ,美國紐約史坦普爾500股價指數,20060629,       1272.870
SB23   ,美國紐約史坦普爾500股價指數,20060630,       1270.200
SB23   ,美國紐約史坦普爾500股價指數,20060703,       1280.190
SB23   ,美國紐約史坦普爾500股價指數,20060704,       1280.190
SB23   ,美國紐約史坦普爾500股價指數,20060705,       1270.910
SB23   ,美國紐約史坦普爾500股價指數,20060706,       1274.080
SB23   ,美國紐約史坦普爾500股價指數,20060707,       1265.480
SB23   ,美國紐約史坦普爾500股價指數,20060710,       1267.340
SB23   ,美國紐約史坦普爾500股價指數,20060711,       1272.520
SB23   ,美國紐約史坦普爾500股價指數,20060712,       1258.600
SB23   ,美國紐約史坦普爾500股價指數,20060713,       1242.290
SB23   ,美國紐約史坦普爾500股價指數,20060714,       1236.200
SB23   ,美國紐約史坦普爾500股價指數,20060717,       1234.490
SB23   ,美國紐約史坦普爾500股價指數,20060718,       1236.860
SB23   ,美國紐約史坦普爾500股價指數,20060719,       1259.810
SB23   ,美國紐約史坦普爾500股價指數,20060720,       1249.130
SB23   ,美國紐約史坦普爾500股價指數,20060721,       1240.290
SB23   ,美國紐約史坦普爾500股價指數,20060724,       1260.910
SB23   ,美國紐約史坦普爾500股價指數,20060725,       1268.880
SB23   ,美國紐約史坦普爾500股價指數,20060726,       1268.400
SB23   ,美國紐約史坦普爾500股價指數,20060727,       1263.200
SB23   ,美國紐約史坦普爾500股價指數,20060728,       1278.550
SB23   ,美國紐約史坦普爾500股價指數,20060731,       1276.660
SB23   ,美國紐約史坦普爾500股價指數,20060801,       1270.920
SB23   ,美國紐約史坦普爾500股價指數,20060802,       1278.550
SB23   ,美國紐約史坦普爾500股價指數,20060803,       1280.270
SB23   ,美國紐約史坦普爾500股價指數,20060804,       1279.360
SB23   ,美國紐約史坦普爾500股價指數,20060807,       1275.770
SB23   ,美國紐約史坦普爾500股價指數,20060808,       1271.480
SB23   ,美國紐約史坦普爾500股價指數,20060809,       1265.950
SB23   ,美國紐約史坦普爾500股價指數,20060810,       1271.810
SB23   ,美國紐約史坦普爾500股價指數,20060811,       1266.740
SB23   ,美國紐約史坦普爾500股價指數,20060814,       1268.210
SB23   ,美國紐約史坦普爾500股價指數,20060815,       1285.580
SB23   ,美國紐約史坦普爾500股價指數,20060816,       1295.430
SB23   ,美國紐約史坦普爾500股價指數,20060817,       1297.480
SB23   ,美國紐約史坦普爾500股價指數,20060818,       1302.300
SB23   ,美國紐約史坦普爾500股價指數,20060821,       1297.520
SB23   ,美國紐約史坦普爾500股價指數,20060822,       1298.820
SB23   ,美國紐約史坦普爾500股價指數,20060823,       1292.990
SB23   ,美國紐約史坦普爾500股價指數,20060824,       1296.060
SB23   ,美國紐約史坦普爾500股價指數,20060825,       1295.090
SB23   ,美國紐約史坦普爾500股價指數,20060828,       1301.780
SB23   ,美國紐約史坦普爾500股價指數,20060829,       1304.280
SB23   ,美國紐約史坦普爾500股價指數,20060830,       1304.270
SB23   ,美國紐約史坦普爾500股價指數,20060831,       1303.820
SB23   ,美國紐約史坦普爾500股價指數,20060901,       1311.010
SB23   ,美國紐約史坦普爾500股價指數,20060904,       1311.010
SB23   ,美國紐約史坦普爾500股價指數,20060905,       1313.250
SB23   ,美國紐約史坦普爾500股價指數,20060906,       1300.260
SB23   ,美國紐約史坦普爾500股價指數,20060907,       1294.020
SB23   ,美國紐約史坦普爾500股價指數,20060908,       1298.920
SB23   ,美國紐約史坦普爾500股價指數,20060911,       1299.540
SB23   ,美國紐約史坦普爾500股價指數,20060912,       1313.110
SB23   ,美國紐約史坦普爾500股價指數,20060913,       1318.070
SB23   ,美國紐約史坦普爾500股價指數,20060914,       1316.280
SB23   ,美國紐約史坦普爾500股價指數,20060915,       1319.870
SB23   ,美國紐約史坦普爾500股價指數,20060918,       1321.180
SB23   ,美國紐約史坦普爾500股價指數,20060919,       1318.310
SB23   ,美國紐約史坦普爾500股價指數,20060920,       1325.180
SB23   ,美國紐約史坦普爾500股價指數,20060921,       1318.030
SB23   ,美國紐約史坦普爾500股價指數,20060922,       1314.780
SB23   ,美國紐約史坦普爾500股價指數,20060925,       1326.370
SB23   ,美國紐約史坦普爾500股價指數,20060926,       1336.340
SB23   ,美國紐約史坦普爾500股價指數,20060927,       1336.590
SB23   ,美國紐約史坦普爾500股價指數,20060928,       1339.150
SB23   ,美國紐約史坦普爾500股價指數,20060929,       1335.850
SB23   ,美國紐約史坦普爾500股價指數,20061002,       1331.320
SB23   ,美國紐約史坦普爾500股價指數,20061003,       1334.110
SB23   ,美國紐約史坦普爾500股價指數,20061004,       1350.220
SB23   ,美國紐約史坦普爾500股價指數,20061005,       1353.220
SB23   ,美國紐約史坦普爾500股價指數,20061006,       1349.580
SB23   ,美國紐約史坦普爾500股價指數,20061009,       1350.660
SB23   ,美國紐約史坦普爾500股價指數,20061010,       1353.420
SB23   ,美國紐約史坦普爾500股價指數,20061011,       1349.950
SB23   ,美國紐約史坦普爾500股價指數,20061012,       1362.830
SB23   ,美國紐約史坦普爾500股價指數,20061013,       1365.620
SB23   ,美國紐約史坦普爾500股價指數,20061016,       1369.050
SB23   ,美國紐約史坦普爾500股價指數,20061017,       1364.050
SB23   ,美國紐約史坦普爾500股價指數,20061018,       1365.960
SB23   ,美國紐約史坦普爾500股價指數,20061019,       1366.960
SB23   ,美國紐約史坦普爾500股價指數,20061020,       1368.600
SB23   ,美國紐約史坦普爾500股價指數,20061023,       1377.020
SB23   ,美國紐約史坦普爾500股價指數,20061024,       1377.380
SB23   ,美國紐約史坦普爾500股價指數,20061025,       1382.220
SB23   ,美國紐約史坦普爾500股價指數,20061026,       1389.080
SB23   ,美國紐約史坦普爾500股價指數,20061027,       1377.340
SB23   ,美國紐約史坦普爾500股價指數,20061030,       1377.930
SB23   ,美國紐約史坦普爾500股價指數,20061031,       1377.940
SB23   ,美國紐約史坦普爾500股價指數,20061101,       1367.810
SB23   ,美國紐約史坦普爾500股價指數,20061102,       1367.340
SB23   ,美國紐約史坦普爾500股價指數,20061103,       1364.300
SB23   ,美國紐約史坦普爾500股價指數,20061106,       1379.780
SB23   ,美國紐約史坦普爾500股價指數,20061107,       1382.840
SB23   ,美國紐約史坦普爾500股價指數,20061108,       1385.720
SB23   ,美國紐約史坦普爾500股價指數,20061109,       1378.330
SB23   ,美國紐約史坦普爾500股價指數,20061110,       1380.900
SB23   ,美國紐約史坦普爾500股價指數,20061113,       1384.420
SB23   ,美國紐約史坦普爾500股價指數,20061114,       1393.220
SB23   ,美國紐約史坦普爾500股價指數,20061115,       1396.570
SB23   ,美國紐約史坦普爾500股價指數,20061116,       1399.760
SB23   ,美國紐約史坦普爾500股價指數,20061117,       1401.200
SB23   ,美國紐約史坦普爾500股價指數,20061120,       1400.500
SB23   ,美國紐約史坦普爾500股價指數,20061121,       1402.810
SB23   ,美國紐約史坦普爾500股價指數,20061122,       1406.090
SB23   ,美國紐約史坦普爾500股價指數,20061123,       1406.090
SB23   ,美國紐約史坦普爾500股價指數,20061124,       1400.950
SB23   ,美國紐約史坦普爾500股價指數,20061127,       1381.900
SB23   ,美國紐約史坦普爾500股價指數,20061128,       1386.720
SB23   ,美國紐約史坦普爾500股價指數,20061129,       1399.480
SB23   ,美國紐約史坦普爾500股價指數,20061130,       1400.630
SB23   ,美國紐約史坦普爾500股價指數,20061201,       1396.710
SB23   ,美國紐約史坦普爾500股價指數,20061204,       1409.120
SB23   ,美國紐約史坦普爾500股價指數,20061205,       1414.760
SB23   ,美國紐約史坦普爾500股價指數,20061206,       1412.900
SB23   ,美國紐約史坦普爾500股價指數,20061207,       1407.290
SB23   ,美國紐約史坦普爾500股價指數,20061208,       1407.290
SB23   ,美國紐約史坦普爾500股價指數,20061211,       1413.040
SB23   ,美國紐約史坦普爾500股價指數,20061212,       1411.560
SB23   ,美國紐約史坦普爾500股價指數,20061213,       1413.210
SB23   ,美國紐約史坦普爾500股價指數,20061214,       1425.490
SB23   ,美國紐約史坦普爾500股價指數,20061215,       1427.090
SB23   ,美國紐約史坦普爾500股價指數,20061218,       1422.480
SB23   ,美國紐約史坦普爾500股價指數,20061219,       1425.550
SB23   ,美國紐約史坦普爾500股價指數,20061220,       1423.530
SB23   ,美國紐約史坦普爾500股價指數,20061221,       1418.300
SB23   ,美國紐約史坦普爾500股價指數,20061222,       1410.760
SB23   ,美國紐約史坦普爾500股價指數,20061225,       1410.760
SB23   ,美國紐約史坦普爾500股價指數,20061226,       1416.900
SB23   ,美國紐約史坦普爾500股價指數,20061227,       1426.840
SB23   ,美國紐約史坦普爾500股價指數,20061228,       1424.730
SB23   ,美國紐約史坦普爾500股價指數,20061229,       1418.300
SB23   ,美國紐約史坦普爾500股價指數,20070101,       1418.300
SB23   ,美國紐約史坦普爾500股價指數,20070103,       1416.630
SB23   ,美國紐約史坦普爾500股價指數,20070104,       1418.340
SB23   ,美國紐約史坦普爾500股價指數,20070105,       1409.710
SB23   ,美國紐約史坦普爾500股價指數,20070108,       1412.840
SB23   ,美國紐約史坦普爾500股價指數,20070109,       1412.110
SB23   ,美國紐約史坦普爾500股價指數,20070110,       1414.850
SB23   ,美國紐約史坦普爾500股價指數,20070111,       1423.820
SB23   ,美國紐約史坦普爾500股價指數,20070112,       1430.730
SB23   ,美國紐約史坦普爾500股價指數,20070116,       1431.900
SB23   ,美國紐約史坦普爾500股價指數,20070117,       1430.620
SB23   ,美國紐約史坦普爾500股價指數,20070118,       1426.370
SB23   ,美國紐約史坦普爾500股價指數,20070119,       1430.500
SB23   ,美國紐約史坦普爾500股價指數,20070122,       1422.950
SB23   ,美國紐約史坦普爾500股價指數,20070123,       1427.990
SB23   ,美國紐約史坦普爾500股價指數,20070124,       1440.130
SB23   ,美國紐約史坦普爾500股價指數,20070125,       1423.900
SB23   ,美國紐約史坦普爾500股價指數,20070126,       1422.180
SB23   ,美國紐約史坦普爾500股價指數,20070129,       1420.620
SB23   ,美國紐約史坦普爾500股價指數,20070130,       1428.820
SB23   ,美國紐約史坦普爾500股價指數,20070131,       1438.240
SB23   ,美國紐約史坦普爾500股價指數,20070201,       1445.940
SB23   ,美國紐約史坦普爾500股價指數,20070202,       1448.390
SB23   ,美國紐約史坦普爾500股價指數,20070205,       1446.990
SB23   ,美國紐約史坦普爾500股價指數,20070206,       1448.000
SB23   ,美國紐約史坦普爾500股價指數,20070207,       1450.020
SB23   ,美國紐約史坦普爾500股價指數,20070208,       1448.310
SB23   ,美國紐約史坦普爾500股價指數,20070209,       1438.060
SB23   ,美國紐約史坦普爾500股價指數,20070212,       1433.370
SB23   ,美國紐約史坦普爾500股價指數,20070213,       1444.260
SB23   ,美國紐約史坦普爾500股價指數,20070214,       1455.300
SB23   ,美國紐約史坦普爾500股價指數,20070215,       1456.810
SB23   ,美國紐約史坦普爾500股價指數,20070216,       1455.540
SB23   ,美國紐約史坦普爾500股價指數,20070219,       1455.540
SB23   ,美國紐約史坦普爾500股價指數,20070220,       1459.680
SB23   ,美國紐約史坦普爾500股價指數,20070221,       1457.630
SB23   ,美國紐約史坦普爾500股價指數,20070222,       1456.380
SB23   ,美國紐約史坦普爾500股價指數,20070223,       1451.190
SB23   ,美國紐約史坦普爾500股價指數,20070226,       1449.370
SB23   ,美國紐約史坦普爾500股價指數,20070227,       1399.040
SB23   ,美國紐約史坦普爾500股價指數,20070228,       1406.820
SB23   ,美國紐約史坦普爾500股價指數,20070301,       1403.170
SB23   ,美國紐約史坦普爾500股價指數,20070302,       1387.170
SB23   ,美國紐約史坦普爾500股價指數,20070305,       1374.120
SB23   ,美國紐約史坦普爾500股價指數,20070306,       1395.410
SB23   ,美國紐約史坦普爾500股價指數,20070307,       1391.970
SB23   ,美國紐約史坦普爾500股價指數,20070308,       1401.890
SB23   ,美國紐約史坦普爾500股價指數,20070309,       1402.850
SB23   ,美國紐約史坦普爾500股價指數,20070312,       1406.600
SB23   ,美國紐約史坦普爾500股價指數,20070313,       1377.950
SB23   ,美國紐約史坦普爾500股價指數,20070314,       1387.170
SB23   ,美國紐約史坦普爾500股價指數,20070315,       1392.280
SB23   ,美國紐約史坦普爾500股價指數,20070316,       1386.950
SB23   ,美國紐約史坦普爾500股價指數,20070319,       1402.060
SB23   ,美國紐約史坦普爾500股價指數,20070320,       1410.940
SB23   ,美國紐約史坦普爾500股價指數,20070321,       1435.040
SB23   ,美國紐約史坦普爾500股價指數,20070322,       1434.540
SB23   ,美國紐約史坦普爾500股價指數,20070323,       1436.110
SB23   ,美國紐約史坦普爾500股價指數,20070326,       1437.500
SB23   ,美國紐約史坦普爾500股價指數,20070327,       1428.610
SB23   ,美國紐約史坦普爾500股價指數,20070328,       1417.230
SB23   ,美國紐約史坦普爾500股價指數,20070329,       1422.530
SB23   ,美國紐約史坦普爾500股價指數,20070330,       1420.860
SB23   ,美國紐約史坦普爾500股價指數,20070402,       1424.550
SB23   ,美國紐約史坦普爾500股價指數,20070403,       1437.770
SB23   ,美國紐約史坦普爾500股價指數,20070404,       1439.370
SB23   ,美國紐約史坦普爾500股價指數,20070405,       1443.760
SB23   ,美國紐約史坦普爾500股價指數,20070406,       1443.760
SB23   ,美國紐約史坦普爾500股價指數,20070409,       1444.610
SB23   ,美國紐約史坦普爾500股價指數,20070410,       1448.390
SB23   ,美國紐約史坦普爾500股價指數,20070411,       1438.870
SB23   ,美國紐約史坦普爾500股價指數,20070412,       1447.800
SB23   ,美國紐約史坦普爾500股價指數,20070413,       1452.850
SB23   ,美國紐約史坦普爾500股價指數,20070416,       1468.470
SB23   ,美國紐約史坦普爾500股價指數,20070417,       1471.480
SB23   ,美國紐約史坦普爾500股價指數,20070418,       1472.500
SB23   ,美國紐約史坦普爾500股價指數,20070419,       1470.730
SB23   ,美國紐約史坦普爾500股價指數,20070420,       1484.350
SB23   ,美國紐約史坦普爾500股價指數,20070423,       1480.930
SB23   ,美國紐約史坦普爾500股價指數,20070424,       1480.410
SB23   ,美國紐約史坦普爾500股價指數,20070425,       1495.420
SB23   ,美國紐約史坦普爾500股價指數,20070426,       1494.250
SB23   ,美國紐約史坦普爾500股價指數,20070427,       1494.070
SB23   ,美國紐約史坦普爾500股價指數,20070430,       1482.370
SB23   ,美國紐約史坦普爾500股價指數,20070501,       1486.300
SB23   ,美國紐約史坦普爾500股價指數,20070502,       1495.920
SB23   ,美國紐約史坦普爾500股價指數,20070503,       1502.390
SB23   ,美國紐約史坦普爾500股價指數,20070504,       1505.620
SB23   ,美國紐約史坦普爾500股價指數,20070507,       1509.480
SB23   ,美國紐約史坦普爾500股價指數,20070508,       1507.720
SB23   ,美國紐約史坦普爾500股價指數,20070509,       1512.580
SB23   ,美國紐約史坦普爾500股價指數,20070510,       1491.470
SB23   ,美國紐約史坦普爾500股價指數,20070511,       1505.850
SB23   ,美國紐約史坦普爾500股價指數,20070514,       1503.150
