代碼,簡稱,年月,指數
SB23   ,美國紐約史坦普爾500股價指數,19921203,        429.910
SB23   ,美國紐約史坦普爾500股價指數,19921204,        432.060
SB23   ,美國紐約史坦普爾500股價指數,19921207,        435.310
SB23   ,美國紐約史坦普爾500股價指數,19921208,        436.990
SB23   ,美國紐約史坦普爾500股價指數,19921209,        435.650
SB23   ,美國紐約史坦普爾500股價指數,19921210,        434.640
SB23   ,美國紐約史坦普爾500股價指數,19921211,        433.730
SB23   ,美國紐約史坦普爾500股價指數,19921214,        432.840
SB23   ,美國紐約史坦普爾500股價指數,19921215,        432.570
SB23   ,美國紐約史坦普爾500股價指數,19921216,        431.520
SB23   ,美國紐約史坦普爾500股價指數,19921217,        435.430
SB23   ,美國紐約史坦普爾500股價指數,19921218,        441.280
SB23   ,美國紐約史坦普爾500股價指數,19921221,        440.700
SB23   ,美國紐約史坦普爾500股價指數,19921222,        440.310
SB23   ,美國紐約史坦普爾500股價指數,19921223,        439.030
SB23   ,美國紐約史坦普爾500股價指數,19921224,        439.770
SB23   ,美國紐約史坦普爾500股價指數,19921228,        439.150
SB23   ,美國紐約史坦普爾500股價指數,19921229,        437.980
SB23   ,美國紐約史坦普爾500股價指數,19921230,        438.820
SB23   ,美國紐約史坦普爾500股價指數,19921231,        435.710
SB23   ,美國紐約史坦普爾500股價指數,19930104,        435.380
SB23   ,美國紐約史坦普爾500股價指數,19930105,        434.340
SB23   ,美國紐約史坦普爾500股價指數,19930106,        434.520
SB23   ,美國紐約史坦普爾500股價指數,19930107,        430.730
SB23   ,美國紐約史坦普爾500股價指數,19930108,        429.050
SB23   ,美國紐約史坦普爾500股價指數,19930111,        430.950
SB23   ,美國紐約史坦普爾500股價指數,19930112,        431.040
SB23   ,美國紐約史坦普爾500股價指數,19930113,        433.030
SB23   ,美國紐約史坦普爾500股價指數,19930114,        435.940
SB23   ,美國紐約史坦普爾500股價指數,19930115,        437.150
SB23   ,美國紐約史坦普爾500股價指數,19930118,        436.840
SB23   ,美國紐約史坦普爾500股價指數,19930119,        435.130
SB23   ,美國紐約史坦普爾500股價指數,19930120,        433.370
SB23   ,美國紐約史坦普爾500股價指數,19930121,        435.490
SB23   ,美國紐約史坦普爾500股價指數,19930122,        436.110
SB23   ,美國紐約史坦普爾500股價指數,19930125,        440.010
SB23   ,美國紐約史坦普爾500股價指數,19930126,        439.950
SB23   ,美國紐約史坦普爾500股價指數,19930127,        438.110
SB23   ,美國紐約史坦普爾500股價指數,19930128,        438.660
SB23   ,美國紐約史坦普爾500股價指數,19930129,        438.780
SB23   ,美國紐約史坦普爾500股價指數,19930201,        442.520
SB23   ,美國紐約史坦普爾500股價指數,19930202,        442.550
SB23   ,美國紐約史坦普爾500股價指數,19930203,        447.200
SB23   ,美國紐約史坦普爾500股價指數,19930204,        449.560
SB23   ,美國紐約史坦普爾500股價指數,19930205,        448.930
SB23   ,美國紐約史坦普爾500股價指數,19930208,        447.850
SB23   ,美國紐約史坦普爾500股價指數,19930209,        445.330
SB23   ,美國紐約史坦普爾500股價指數,19930210,        446.230
SB23   ,美國紐約史坦普爾500股價指數,19930211,        447.660
SB23   ,美國紐約史坦普爾500股價指數,19930212,        444.580
SB23   ,美國紐約史坦普爾500股價指數,19930216,        433.910
SB23   ,美國紐約史坦普爾500股價指數,19930217,        433.300
SB23   ,美國紐約史坦普爾500股價指數,19930218,        431.900
SB23   ,美國紐約史坦普爾500股價指數,19930219,        434.220
SB23   ,美國紐約史坦普爾500股價指數,19930222,        435.240
SB23   ,美國紐約史坦普爾500股價指數,19930223,        434.800
SB23   ,美國紐約史坦普爾500股價指數,19930224,        440.870
SB23   ,美國紐約史坦普爾500股價指數,19930225,        442.340
SB23   ,美國紐約史坦普爾500股價指數,19930226,        443.380
SB23   ,美國紐約史坦普爾500股價指數,19930301,        442.010
SB23   ,美國紐約史坦普爾500股價指數,19930302,        447.900
SB23   ,美國紐約史坦普爾500股價指數,19930303,        449.260
SB23   ,美國紐約史坦普爾500股價指數,19930304,        447.340
SB23   ,美國紐約史坦普爾500股價指數,19930305,        446.110
SB23   ,美國紐約史坦普爾500股價指數,19930308,        454.710
SB23   ,美國紐約史坦普爾500股價指數,19930309,        454.400
SB23   ,美國紐約史坦普爾500股價指數,19930310,        456.330
SB23   ,美國紐約史坦普爾500股價指數,19930311,        453.720
SB23   ,美國紐約史坦普爾500股價指數,19930312,        449.830
SB23   ,美國紐約史坦普爾500股價指數,19930315,        451.430
SB23   ,美國紐約史坦普爾500股價指數,19930316,        451.370
SB23   ,美國紐約史坦普爾500股價指數,19930317,        448.310
SB23   ,美國紐約史坦普爾500股價指數,19930318,        451.890
SB23   ,美國紐約史坦普爾500股價指數,19930319,        450.180
SB23   ,美國紐約史坦普爾500股價指數,19930322,        448.880
SB23   ,美國紐約史坦普爾500股價指數,19930323,        448.760
SB23   ,美國紐約史坦普爾500股價指數,19930324,        448.070
SB23   ,美國紐約史坦普爾500股價指數,19930325,        450.880
SB23   ,美國紐約史坦普爾500股價指數,19930326,        447.780
SB23   ,美國紐約史坦普爾500股價指數,19930329,        450.770
SB23   ,美國紐約史坦普爾500股價指數,19930330,        451.970
SB23   ,美國紐約史坦普爾500股價指數,19930331,        451.670
SB23   ,美國紐約史坦普爾500股價指數,19930401,        450.300
SB23   ,美國紐約史坦普爾500股價指數,19930402,        441.390
SB23   ,美國紐約史坦普爾500股價指數,19930405,        442.290
SB23   ,美國紐約史坦普爾500股價指數,19930406,        441.160
SB23   ,美國紐約史坦普爾500股價指數,19930407,        442.730
SB23   ,美國紐約史坦普爾500股價指數,19930408,        441.840
SB23   ,美國紐約史坦普爾500股價指數,19930412,        448.370
SB23   ,美國紐約史坦普爾500股價指數,19930413,        449.220
SB23   ,美國紐約史坦普爾500股價指數,19930414,        448.660
SB23   ,美國紐約史坦普爾500股價指數,19930415,        448.400
SB23   ,美國紐約史坦普爾500股價指數,19930416,        448.940
SB23   ,美國紐約史坦普爾500股價指數,19930419,        447.460
SB23   ,美國紐約史坦普爾500股價指數,19930420,        445.100
SB23   ,美國紐約史坦普爾500股價指數,19930421,        443.630
SB23   ,美國紐約史坦普爾500股價指數,19930422,        439.460
SB23   ,美國紐約史坦普爾500股價指數,19930423,        437.030
SB23   ,美國紐約史坦普爾500股價指數,19930426,        433.540
SB23   ,美國紐約史坦普爾500股價指數,19930427,        438.010
SB23   ,美國紐約史坦普爾500股價指數,19930428,        438.020
SB23   ,美國紐約史坦普爾500股價指數,19930429,        438.890
SB23   ,美國紐約史坦普爾500股價指數,19930430,        440.190
SB23   ,美國紐約史坦普爾500股價指數,19930503,        442.460
SB23   ,美國紐約史坦普爾500股價指數,19930504,        444.050
SB23   ,美國紐約史坦普爾500股價指數,19930505,        444.520
SB23   ,美國紐約史坦普爾500股價指數,19930506,        443.260
SB23   ,美國紐約史坦普爾500股價指數,19930507,        442.310
SB23   ,美國紐約史坦普爾500股價指數,19930510,        442.800
SB23   ,美國紐約史坦普爾500股價指數,19930511,        444.360
SB23   ,美國紐約史坦普爾500股價指數,19930512,        444.800
SB23   ,美國紐約史坦普爾500股價指數,19930513,        439.230
SB23   ,美國紐約史坦普爾500股價指數,19930514,        439.560
SB23   ,美國紐約史坦普爾500股價指數,19930517,        440.370
SB23   ,美國紐約史坦普爾500股價指數,19930518,        440.320
SB23   ,美國紐約史坦普爾500股價指數,19930519,        447.570
SB23   ,美國紐約史坦普爾500股價指數,19930520,        450.590
SB23   ,美國紐約史坦普爾500股價指數,19930521,        445.840
SB23   ,美國紐約史坦普爾500股價指數,19930524,        448.000
SB23   ,美國紐約史坦普爾500股價指數,19930525,        448.850
SB23   ,美國紐約史坦普爾500股價指數,19930526,        453.440
SB23   ,美國紐約史坦普爾500股價指數,19930527,        452.410
SB23   ,美國紐約史坦普爾500股價指數,19930528,        450.190
SB23   ,美國紐約史坦普爾500股價指數,19930601,        453.830
SB23   ,美國紐約史坦普爾500股價指數,19930602,        453.850
SB23   ,美國紐約史坦普爾500股價指數,19930603,        452.490
SB23   ,美國紐約史坦普爾500股價指數,19930604,        450.060
SB23   ,美國紐約史坦普爾500股價指數,19930607,        447.690
SB23   ,美國紐約史坦普爾500股價指數,19930608,        444.710
SB23   ,美國紐約史坦普爾500股價指數,19930609,        445.780
SB23   ,美國紐約史坦普爾500股價指數,19930610,        445.380
SB23   ,美國紐約史坦普爾500股價指數,19930611,        447.260
SB23   ,美國紐約史坦普爾500股價指數,19930614,        447.710
SB23   ,美國紐約史坦普爾500股價指數,19930615,        446.270
SB23   ,美國紐約史坦普爾500股價指數,19930616,        447.430
SB23   ,美國紐約史坦普爾500股價指數,19930617,        448.540
SB23   ,美國紐約史坦普爾500股價指數,19930618,        443.680
SB23   ,美國紐約史坦普爾500股價指數,19930621,        446.220
SB23   ,美國紐約史坦普爾500股價指數,19930622,        445.930
SB23   ,美國紐約史坦普爾500股價指數,19930623,        443.190
SB23   ,美國紐約史坦普爾500股價指數,19930624,        446.620
SB23   ,美國紐約史坦普爾500股價指數,19930625,        447.600
SB23   ,美國紐約史坦普爾500股價指數,19930628,        451.850
SB23   ,美國紐約史坦普爾500股價指數,19930629,        450.690
SB23   ,美國紐約史坦普爾500股價指數,19930630,        450.530
SB23   ,美國紐約史坦普爾500股價指數,19930701,        449.020
SB23   ,美國紐約史坦普爾500股價指數,19930702,        445.840
SB23   ,美國紐約史坦普爾500股價指數,19930706,        441.430
SB23   ,美國紐約史坦普爾500股價指數,19930707,        442.830
SB23   ,美國紐約史坦普爾500股價指數,19930708,        448.640
SB23   ,美國紐約史坦普爾500股價指數,19930709,        448.110
SB23   ,美國紐約史坦普爾500股價指數,19930712,        448.980
SB23   ,美國紐約史坦普爾500股價指數,19930713,        448.090
SB23   ,美國紐約史坦普爾500股價指數,19930714,        450.080
SB23   ,美國紐約史坦普爾500股價指數,19930715,        449.220
SB23   ,美國紐約史坦普爾500股價指數,19930716,        445.750
SB23   ,美國紐約史坦普爾500股價指數,19930719,        446.030
SB23   ,美國紐約史坦普爾500股價指數,19930720,        447.310
SB23   ,美國紐約史坦普爾500股價指數,19930721,        447.180
SB23   ,美國紐約史坦普爾500股價指數,19930722,        444.510
SB23   ,美國紐約史坦普爾500股價指數,19930723,        447.100
SB23   ,美國紐約史坦普爾500股價指數,19930726,        449.090
SB23   ,美國紐約史坦普爾500股價指數,19930727,        448.240
SB23   ,美國紐約史坦普爾500股價指數,19930728,        447.190
SB23   ,美國紐約史坦普爾500股價指數,19930729,        450.240
SB23   ,美國紐約史坦普爾500股價指數,19930730,        448.130
SB23   ,美國紐約史坦普爾500股價指數,19930802,        450.150
SB23   ,美國紐約史坦普爾500股價指數,19930803,        449.270
SB23   ,美國紐約史坦普爾500股價指數,19930804,        448.540
SB23   ,美國紐約史坦普爾500股價指數,19930805,        448.130
SB23   ,美國紐約史坦普爾500股價指數,19930806,        448.680
SB23   ,美國紐約史坦普爾500股價指數,19930809,        450.720
SB23   ,美國紐約史坦普爾500股價指數,19930810,        449.450
SB23   ,美國紐約史坦普爾500股價指數,19930811,        450.460
SB23   ,美國紐約史坦普爾500股價指數,19930812,        448.960
SB23   ,美國紐約史坦普爾500股價指數,19930813,        450.140
SB23   ,美國紐約史坦普爾500股價指數,19930816,        452.380
SB23   ,美國紐約史坦普爾500股價指數,19930817,        453.130
SB23   ,美國紐約史坦普爾500股價指數,19930818,        456.040
SB23   ,美國紐約史坦普爾500股價指數,19930819,        456.430
SB23   ,美國紐約史坦普爾500股價指數,19930820,        456.160
SB23   ,美國紐約史坦普爾500股價指數,19930823,        455.230
SB23   ,美國紐約史坦普爾500股價指數,19930824,        459.770
SB23   ,美國紐約史坦普爾500股價指數,19930825,        460.130
SB23   ,美國紐約史坦普爾500股價指數,19930826,        461.040
SB23   ,美國紐約史坦普爾500股價指數,19930827,        460.540
SB23   ,美國紐約史坦普爾500股價指數,19930830,        461.900
SB23   ,美國紐約史坦普爾500股價指數,19930831,        463.560
SB23   ,美國紐約史坦普爾500股價指數,19930901,        463.150
SB23   ,美國紐約史坦普爾500股價指數,19930902,        461.300
SB23   ,美國紐約史坦普爾500股價指數,19930903,        461.340
SB23   ,美國紐約史坦普爾500股價指數,19930907,        458.520
SB23   ,美國紐約史坦普爾500股價指數,19930908,        456.650
SB23   ,美國紐約史坦普爾500股價指數,19930909,        457.500
SB23   ,美國紐約史坦普爾500股價指數,19930910,        461.720
SB23   ,美國紐約史坦普爾500股價指數,19930913,        462.060
SB23   ,美國紐約史坦普爾500股價指數,19930914,        459.900
SB23   ,美國紐約史坦普爾500股價指數,19930915,        461.600
SB23   ,美國紐約史坦普爾500股價指數,19930916,        459.430
SB23   ,美國紐約史坦普爾500股價指數,19930917,        458.830
SB23   ,美國紐約史坦普爾500股價指數,19930920,        455.050
SB23   ,美國紐約史坦普爾500股價指數,19930921,        452.950
SB23   ,美國紐約史坦普爾500股價指數,19930922,        456.200
SB23   ,美國紐約史坦普爾500股價指數,19930923,        457.740
SB23   ,美國紐約史坦普爾500股價指數,19930924,        457.630
SB23   ,美國紐約史坦普爾500股價指數,19930927,        461.800
SB23   ,美國紐約史坦普爾500股價指數,19930928,        461.530
SB23   ,美國紐約史坦普爾500股價指數,19930929,        460.110
SB23   ,美國紐約史坦普爾500股價指數,19930930,        458.930
SB23   ,美國紐約史坦普爾500股價指數,19931001,        461.280
SB23   ,美國紐約史坦普爾500股價指數,19931004,        461.340
SB23   ,美國紐約史坦普爾500股價指數,19931005,        461.200
SB23   ,美國紐約史坦普爾500股價指數,19931006,        460.740
SB23   ,美國紐約史坦普爾500股價指數,19931007,        459.180
SB23   ,美國紐約史坦普爾500股價指數,19931008,        460.310
SB23   ,美國紐約史坦普爾500股價指數,19931011,        460.880
SB23   ,美國紐約史坦普爾500股價指數,19931012,        461.120
SB23   ,美國紐約史坦普爾500股價指數,19931013,        461.490
SB23   ,美國紐約史坦普爾500股價指數,19931014,        466.830
SB23   ,美國紐約史坦普爾500股價指數,19931015,        469.500
SB23   ,美國紐約史坦普爾500股價指數,19931018,        468.450
SB23   ,美國紐約史坦普爾500股價指數,19931019,        466.210
SB23   ,美國紐約史坦普爾500股價指數,19931020,        466.070
SB23   ,美國紐約史坦普爾500股價指數,19931021,        465.360
SB23   ,美國紐約史坦普爾500股價指數,19931022,        463.270
SB23   ,美國紐約史坦普爾500股價指數,19931025,        464.200
SB23   ,美國紐約史坦普爾500股價指數,19931026,        464.300
SB23   ,美國紐約史坦普爾500股價指數,19931027,        464.610
SB23   ,美國紐約史坦普爾500股價指數,19931028,        467.730
SB23   ,美國紐約史坦普爾500股價指數,19931029,        467.830
SB23   ,美國紐約史坦普爾500股價指數,19931101,        469.100
SB23   ,美國紐約史坦普爾500股價指數,19931102,        468.440
SB23   ,美國紐約史坦普爾500股價指數,19931103,        463.020
SB23   ,美國紐約史坦普爾500股價指數,19931104,        457.490
SB23   ,美國紐約史坦普爾500股價指數,19931105,        459.570
SB23   ,美國紐約史坦普爾500股價指數,19931108,        460.210
SB23   ,美國紐約史坦普爾500股價指數,19931109,        460.330
SB23   ,美國紐約史坦普爾500股價指數,19931110,        463.720
SB23   ,美國紐約史坦普爾500股價指數,19931111,        462.640
SB23   ,美國紐約史坦普爾500股價指數,19931112,        465.390
SB23   ,美國紐約史坦普爾500股價指數,19931115,        463.750
SB23   ,美國紐約史坦普爾500股價指數,19931116,        466.740
SB23   ,美國紐約史坦普爾500股價指數,19931117,        464.810
SB23   ,美國紐約史坦普爾500股價指數,19931118,        463.620
SB23   ,美國紐約史坦普爾500股價指數,19931119,        462.600
SB23   ,美國紐約史坦普爾500股價指數,19931122,        459.130
SB23   ,美國紐約史坦普爾500股價指數,19931123,        461.030
SB23   ,美國紐約史坦普爾500股價指數,19931124,        462.360
SB23   ,美國紐約史坦普爾500股價指數,19931126,        463.060
SB23   ,美國紐約史坦普爾500股價指數,19931129,        461.900
SB23   ,美國紐約史坦普爾500股價指數,19931130,        461.790
SB23   ,美國紐約史坦普爾500股價指數,19931201,        461.890
SB23   ,美國紐約史坦普爾500股價指數,19931202,        463.110
SB23   ,美國紐約史坦普爾500股價指數,19931203,        464.890
SB23   ,美國紐約史坦普爾500股價指數,19931206,        466.430
SB23   ,美國紐約史坦普爾500股價指數,19931207,        466.760
SB23   ,美國紐約史坦普爾500股價指數,19931208,        466.290
SB23   ,美國紐約史坦普爾500股價指數,19931209,        464.180
SB23   ,美國紐約史坦普爾500股價指數,19931210,        463.930
SB23   ,美國紐約史坦普爾500股價指數,19931213,        465.700
SB23   ,美國紐約史坦普爾500股價指數,19931214,        463.060
SB23   ,美國紐約史坦普爾500股價指數,19931215,        461.840
SB23   ,美國紐約史坦普爾500股價指數,19931216,        463.340
SB23   ,美國紐約史坦普爾500股價指數,19931217,        466.380
SB23   ,美國紐約史坦普爾500股價指數,19931220,        465.850
SB23   ,美國紐約史坦普爾500股價指數,19931221,        465.300
SB23   ,美國紐約史坦普爾500股價指數,19931222,        467.320
SB23   ,美國紐約史坦普爾500股價指數,19931223,        467.380
SB23   ,美國紐約史坦普爾500股價指數,19931227,        470.540
SB23   ,美國紐約史坦普爾500股價指數,19931228,        470.940
SB23   ,美國紐約史坦普爾500股價指數,19931229,        470.580
SB23   ,美國紐約史坦普爾500股價指數,19931230,        468.640
SB23   ,美國紐約史坦普爾500股價指數,19931231,        466.450
SB23   ,美國紐約史坦普爾500股價指數,19940103,        465.440
SB23   ,美國紐約史坦普爾500股價指數,19940104,        466.890
SB23   ,美國紐約史坦普爾500股價指數,19940105,        467.550
SB23   ,美國紐約史坦普爾500股價指數,19940106,        467.120
SB23   ,美國紐約史坦普爾500股價指數,19940107,        469.900
SB23   ,美國紐約史坦普爾500股價指數,19940110,        475.270
SB23   ,美國紐約史坦普爾500股價指數,19940111,        474.130
SB23   ,美國紐約史坦普爾500股價指數,19940112,        474.170
SB23   ,美國紐約史坦普爾500股價指數,19940113,        472.470
SB23   ,美國紐約史坦普爾500股價指數,19940114,        474.910
SB23   ,美國紐約史坦普爾500股價指數,19940117,        473.300
SB23   ,美國紐約史坦普爾500股價指數,19940118,        474.250
SB23   ,美國紐約史坦普爾500股價指數,19940119,        474.300
SB23   ,美國紐約史坦普爾500股價指數,19940120,        474.980
SB23   ,美國紐約史坦普爾500股價指數,19940121,        474.720
SB23   ,美國紐約史坦普爾500股價指數,19940124,        471.970
SB23   ,美國紐約史坦普爾500股價指數,19940125,        470.920
SB23   ,美國紐約史坦普爾500股價指數,19940126,        473.200
SB23   ,美國紐約史坦普爾500股價指數,19940127,        477.050
SB23   ,美國紐約史坦普爾500股價指數,19940128,        478.700
SB23   ,美國紐約史坦普爾500股價指數,19940131,        481.610
SB23   ,美國紐約史坦普爾500股價指數,19940201,        479.620
SB23   ,美國紐約史坦普爾500股價指數,19940202,        482.000
SB23   ,美國紐約史坦普爾500股價指數,19940203,        480.710
SB23   ,美國紐約史坦普爾500股價指數,19940204,        469.810
SB23   ,美國紐約史坦普爾500股價指數,19940207,        471.760
SB23   ,美國紐約史坦普爾500股價指數,19940208,        471.050
SB23   ,美國紐約史坦普爾500股價指數,19940209,        472.770
SB23   ,美國紐約史坦普爾500股價指數,19940210,        468.930
SB23   ,美國紐約史坦普爾500股價指數,19940211,        470.180
SB23   ,美國紐約史坦普爾500股價指數,19940214,        470.230
SB23   ,美國紐約史坦普爾500股價指數,19940215,        472.520
SB23   ,美國紐約史坦普爾500股價指數,19940216,        472.790
SB23   ,美國紐約史坦普爾500股價指數,19940217,        470.340
SB23   ,美國紐約史坦普爾500股價指數,19940218,        467.690
SB23   ,美國紐約史坦普爾500股價指數,19940222,        471.460
SB23   ,美國紐約史坦普爾500股價指數,19940223,        470.690
SB23   ,美國紐約史坦普爾500股價指數,19940224,        464.260
SB23   ,美國紐約史坦普爾500股價指數,19940225,        466.070
SB23   ,美國紐約史坦普爾500股價指數,19940228,        467.140
SB23   ,美國紐約史坦普爾500股價指數,19940301,        464.440
SB23   ,美國紐約史坦普爾500股價指數,19940302,        464.810
SB23   ,美國紐約史坦普爾500股價指數,19940303,        463.010
SB23   ,美國紐約史坦普爾500股價指數,19940304,        464.740
SB23   ,美國紐約史坦普爾500股價指數,19940307,        466.910
SB23   ,美國紐約史坦普爾500股價指數,19940308,        465.880
SB23   ,美國紐約史坦普爾500股價指數,19940309,        467.060
SB23   ,美國紐約史坦普爾500股價指數,19940310,        463.900
SB23   ,美國紐約史坦普爾500股價指數,19940311,        466.440
SB23   ,美國紐約史坦普爾500股價指數,19940314,        467.390
SB23   ,美國紐約史坦普爾500股價指數,19940315,        467.010
SB23   ,美國紐約史坦普爾500股價指數,19940316,        469.420
SB23   ,美國紐約史坦普爾500股價指數,19940317,        470.900
SB23   ,美國紐約史坦普爾500股價指數,19940318,        471.060
SB23   ,美國紐約史坦普爾500股價指數,19940321,        468.540
SB23   ,美國紐約史坦普爾500股價指數,19940322,        468.800
SB23   ,美國紐約史坦普爾500股價指數,19940323,        468.540
SB23   ,美國紐約史坦普爾500股價指數,19940324,        464.350
SB23   ,美國紐約史坦普爾500股價指數,19940325,        460.580
SB23   ,美國紐約史坦普爾500股價指數,19940328,        460.000
SB23   ,美國紐約史坦普爾500股價指數,19940329,        452.480
SB23   ,美國紐約史坦普爾500股價指數,19940330,        445.550
SB23   ,美國紐約史坦普爾500股價指數,19940331,        445.770
SB23   ,美國紐約史坦普爾500股價指數,19940404,        438.920
SB23   ,美國紐約史坦普爾500股價指數,19940405,        448.290
SB23   ,美國紐約史坦普爾500股價指數,19940406,        448.050
SB23   ,美國紐約史坦普爾500股價指數,19940407,        450.880
SB23   ,美國紐約史坦普爾500股價指數,19940408,        447.100
SB23   ,美國紐約史坦普爾500股價指數,19940411,        449.870
SB23   ,美國紐約史坦普爾500股價指數,19940412,        447.570
SB23   ,美國紐約史坦普爾500股價指數,19940413,        446.260
SB23   ,美國紐約史坦普爾500股價指數,19940414,        446.380
SB23   ,美國紐約史坦普爾500股價指數,19940415,        446.180
SB23   ,美國紐約史坦普爾500股價指數,19940418,        442.460
SB23   ,美國紐約史坦普爾500股價指數,19940419,        442.540
SB23   ,美國紐約史坦普爾500股價指數,19940420,        441.960
SB23   ,美國紐約史坦普爾500股價指數,19940421,        448.730
SB23   ,美國紐約史坦普爾500股價指數,19940422,        447.630
SB23   ,美國紐約史坦普爾500股價指數,19940425,        452.710
SB23   ,美國紐約史坦普爾500股價指數,19940426,        451.870
SB23   ,美國紐約史坦普爾500股價指數,19940428,        449.100
SB23   ,美國紐約史坦普爾500股價指數,19940429,        450.910
SB23   ,美國紐約史坦普爾500股價指數,19940502,        453.020
SB23   ,美國紐約史坦普爾500股價指數,19940503,        453.030
SB23   ,美國紐約史坦普爾500股價指數,19940504,        451.720
SB23   ,美國紐約史坦普爾500股價指數,19940505,        451.380
SB23   ,美國紐約史坦普爾500股價指數,19940506,        447.820
SB23   ,美國紐約史坦普爾500股價指數,19940509,        442.320
SB23   ,美國紐約史坦普爾500股價指數,19940510,        446.010
SB23   ,美國紐約史坦普爾500股價指數,19940511,        441.490
SB23   ,美國紐約史坦普爾500股價指數,19940512,        443.750
SB23   ,美國紐約史坦普爾500股價指數,19940513,        444.140
SB23   ,美國紐約史坦普爾500股價指數,19940516,        444.490
SB23   ,美國紐約史坦普爾500股價指數,19940517,        449.370
SB23   ,美國紐約史坦普爾500股價指數,19940518,        453.690
SB23   ,美國紐約史坦普爾500股價指數,19940519,        456.480
SB23   ,美國紐約史坦普爾500股價指數,19940520,        454.920
SB23   ,美國紐約史坦普爾500股價指數,19940523,        453.200
SB23   ,美國紐約史坦普爾500股價指數,19940524,        454.810
SB23   ,美國紐約史坦普爾500股價指數,19940525,        456.340
SB23   ,美國紐約史坦普爾500股價指數,19940526,        457.060
SB23   ,美國紐約史坦普爾500股價指數,19940527,        457.330
SB23   ,美國紐約史坦普爾500股價指數,19940531,        456.500
SB23   ,美國紐約史坦普爾500股價指數,19940601,        457.630
SB23   ,美國紐約史坦普爾500股價指數,19940602,        457.650
SB23   ,美國紐約史坦普爾500股價指數,19940603,        460.130
SB23   ,美國紐約史坦普爾500股價指數,19940606,        458.880
SB23   ,美國紐約史坦普爾500股價指數,19940607,        458.210
SB23   ,美國紐約史坦普爾500股價指數,19940608,        457.060
SB23   ,美國紐約史坦普爾500股價指數,19940609,        457.860
SB23   ,美國紐約史坦普爾500股價指數,19940610,        458.670
SB23   ,美國紐約史坦普爾500股價指數,19940613,        459.100
SB23   ,美國紐約史坦普爾500股價指數,19940614,        462.370
SB23   ,美國紐約史坦普爾500股價指數,19940615,        460.610
SB23   ,美國紐約史坦普爾500股價指數,19940616,        461.930
SB23   ,美國紐約史坦普爾500股價指數,19940617,        458.450
SB23   ,美國紐約史坦普爾500股價指數,19940620,        455.480
SB23   ,美國紐約史坦普爾500股價指數,19940621,        451.340
SB23   ,美國紐約史坦普爾500股價指數,19940622,        453.090
SB23   ,美國紐約史坦普爾500股價指數,19940623,        449.630
SB23   ,美國紐約史坦普爾500股價指數,19940624,        442.800
SB23   ,美國紐約史坦普爾500股價指數,19940627,        447.310
SB23   ,美國紐約史坦普爾500股價指數,19940628,        446.070
SB23   ,美國紐約史坦普爾500股價指數,19940629,        447.630
SB23   ,美國紐約史坦普爾500股價指數,19940630,        444.270
SB23   ,美國紐約史坦普爾500股價指數,19940701,        446.200
SB23   ,美國紐約史坦普爾500股價指數,19940705,        446.370
SB23   ,美國紐約史坦普爾500股價指數,19940706,        446.130
SB23   ,美國紐約史坦普爾500股價指數,19940707,        448.380
SB23   ,美國紐約史坦普爾500股價指數,19940708,        449.550
SB23   ,美國紐約史坦普爾500股價指數,19940711,        448.060
SB23   ,美國紐約史坦普爾500股價指數,19940712,        447.950
SB23   ,美國紐約史坦普爾500股價指數,19940713,        448.730
SB23   ,美國紐約史坦普爾500股價指數,19940714,        453.410
SB23   ,美國紐約史坦普爾500股價指數,19940715,        454.160
SB23   ,美國紐約史坦普爾500股價指數,19940718,        455.220
SB23   ,美國紐約史坦普爾500股價指數,19940719,        453.860
SB23   ,美國紐約史坦普爾500股價指數,19940720,        451.600
SB23   ,美國紐約史坦普爾500股價指數,19940721,        452.610
SB23   ,美國紐約史坦普爾500股價指數,19940722,        453.110
SB23   ,美國紐約史坦普爾500股價指數,19940725,        454.250
SB23   ,美國紐約史坦普爾500股價指數,19940726,        453.360
SB23   ,美國紐約史坦普爾500股價指數,19940727,        452.570
SB23   ,美國紐約史坦普爾500股價指數,19940728,        454.240
SB23   ,美國紐約史坦普爾500股價指數,19940729,        458.260
SB23   ,美國紐約史坦普爾500股價指數,19940801,        461.010
SB23   ,美國紐約史坦普爾500股價指數,19940802,        460.560
SB23   ,美國紐約史坦普爾500股價指數,19940803,        461.450
SB23   ,美國紐約史坦普爾500股價指數,19940804,        458.400
SB23   ,美國紐約史坦普爾500股價指數,19940805,        457.090
SB23   ,美國紐約史坦普爾500股價指數,19940808,        457.890
SB23   ,美國紐約史坦普爾500股價指數,19940809,        457.920
SB23   ,美國紐約史坦普爾500股價指數,19940810,        460.300
SB23   ,美國紐約史坦普爾500股價指數,19940811,        458.880
SB23   ,美國紐約史坦普爾500股價指數,19940812,        461.940
SB23   ,美國紐約史坦普爾500股價指數,19940815,        461.230
SB23   ,美國紐約史坦普爾500股價指數,19940816,        465.010
SB23   ,美國紐約史坦普爾500股價指數,19940817,        465.170
SB23   ,美國紐約史坦普爾500股價指數,19940818,        463.170
SB23   ,美國紐約史坦普爾500股價指數,19940819,        463.680
SB23   ,美國紐約史坦普爾500股價指數,19940822,        462.320
SB23   ,美國紐約史坦普爾500股價指數,19940823,        464.510
SB23   ,美國紐約史坦普爾500股價指數,19940824,        469.030
SB23   ,美國紐約史坦普爾500股價指數,19940825,        468.080
